,Year,Age,Sex,Activity,Species,Country,Fatal_Y_N,Activity_Regex,Sex_Regex,age_regex,Species_regex
1725,2003.0,18,M,Surfing,1.2 m to 1.5 m [4' to 5'] shark,USA,N,surfing,m,18,1.2 m to 1.5 m [4' to 5'] shark
1726,2003.0,22,M,Surfing,"1.5 m [5'] shark, either a bronze whaler or a grey nurse shark",AUSTRALIA,N,surfing,m,22,Bronze whaler shark
1727,2003.0,13,F,Surfing,"Tiger shark, 14' ",USA,N,surfing,f,13,Tiger shark
1728,2003.0,46,M,Surfing,,USA,N,surfing,m,46,
1729,2003.0,56,M,Snorkeling,Shark involvement not confirmed,USA,,snorkeling,m,56,Not a shark
1730,2003.0,19,M,Surfing,1.2 m [4'] shark,USA,N,surfing,m,19,1.2 m [4'] shark
1733,2003.0,18,M,Surfing,,USA,N,surfing,m,18,
1734,2003.0,30,M,Surfing,,USA,N,surfing,m,30,
1735,2003.0,50,M,Sitting on surfboard,,USA,N,sitting on surfboard,m,50,
1736,2003.0,41,F,Wading near a fishing net,"1.2 m [4'] ""grey-colored shark""",USA,N,fishing,f,41,"1.2 m [4'] ""grey-colored shark"""
1737,2003.0,40,M,Wading to shore from his boat,,FIJI,Y,wading,m,40,
1738,2003.0,16,M,Surfing,,USA,N,surfing,m,16,
1739,2003.0,21,M,Surfing,,USA,N,surfing,m,21,
1740,2003.0,19,M,Surfing,,USA,N,surfing,m,19,
1741,2003.0,17,M,Surfing,,USA,N,surfing,m,17,
1742,2003.0,30,M,Surfing,3' shark,USA,N,surfing,m,30,3' shark
1744,2003.0,8 or 10,F,Swimming,Shark involvement doubtful,USA,,swimming,f,8,Not a shark
1745,2003.0,18,M,Body boarding,6' shark,USA,N,body boarding,m,18,6' shark
1746,2003.0,15,M,"Standing, stepped on shark",7' shark,USA,N,standing,m,15,7' shark
1747,2003.0,19,M,Body boarding,White shark,SOUTH AFRICA,Y,body boarding,m,19,White shark
1750,2003.0,50,F,"Swimming, wearing black wetsuit & swim fins",4.5 m to 5.5 m [15' to 18'] white shark,USA,Y,swimming,f,50,White shark
1751,2003.0,31,M,Swimming,Shark involvement not confirmed,USA,,swimming,m,31,Not a shark
1752,2003.0,16,M,Sitting on surfboard,3.5 m [11.5'] white shark,SOUTH AFRICA,N,sitting on surfboard,m,16,White shark
1753,2003.0,37,M,Surf skiing,,AUSTRALIA,N,surf skiing,m,37,
1754,2003.0,18,M,Surfing,,USA,N,surfing,m,18,
1755,2003.0,15,F,Wading,,USA,N,wading,f,15,
1756,2003.0,58,M,Spearfishing,Unidentified species,BAHAMAS,N,spearfishing,m,58,unidentified species
1757,2003.0,10,M,"Walking, carrying surfboard & stepped on shark",2' shark,USA,N,walking,m,10,2' shark
1758,2003.0,21,M,Surfing,1.5 m to 1.8 m [5' to 6'] shark,USA,N,surfing,m,21,1.5 m to 1.8 m [5' to 6'] shark
1759,2003.0,39,M,Spearfishing,2.1 m  [7'] bull shark,BAHAMAS,N,spearfishing,m,39,Bull shark
1763,2003.0,17,M,Surfing,Unidentified species,USA,N,surfing,m,17,unidentified species
1764,2003.0,15,M,Surfing,106 cm [3.5']  shark,USA,N,surfing,m,15,106 cm [3.5']  shark
1766,2003.0,12,F,Standing,small brown shark,USA,N,standing,f,12,small brown shark
1767,2003.0,60,M,Swimming with pod of dolphins,3.7 m to 4.3 m [12' to 14'] shark,USA,N,swimming,m,60,3.7 m to 4.3 m [12' to 14'] shark
1768,2003.0,51,M,Swimming,Unidentified species,USA,N,swimming,m,51,unidentified species
1769,2003.0,33,M,Surfing ,"""sand shark""",USA,N,surfing,m,33,"""sand shark"""
1771,2003.0,22,F,Swimming,Shark involvement not confirmed,USA,,swimming,f,22,Not a shark
1772,2003.0,18,M,Surfing,,USA,N,surfing,m,18,
1773,2003.0,22,M,Wading,3' to 5' shark,USA,N,wading,m,22,3' to 5' shark
1774,2003.0,20,M,Swimming,1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark,USA,N,swimming,m,20,1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark
1775,2003.0,34,M,Surfing,4' to 5' shark,USA,N,surfing,m,34,4' to 5' shark
1776,2003.0,9,F,Walking,,USA,N,walking,f,9,
1779,2003.0,16,M,Swimming ,,BRAZIL,N,swimming,m,16,
1780,2003.0,17,M,Surfing,Bull shark,BRAZIL,N,surfing,m,17,Bull shark
1781,2003.0,7,M,Swimming,,BRAZIL,N,swimming,m,7,
1782,2003.0,36,M,Surfing,Unidentified species,USA,N,surfing,m,36,unidentified species
1783,2003.0,17,M,Surfing,Unidentified species,USA,N,surfing,m,17,unidentified species
1784,2003.0,30,M,Surfing,Unidentified species,USA,N,surfing,m,30,unidentified species
1785,2003.0,23,M,Surfing,0.9 m to 1.2 m [3' to 4'] shark,USA,N,surfing,m,23,0.9 m to 1.2 m [3' to 4'] shark
1786,2003.0,18,M,Surfing,Unidentified species,USA,N,surfing,m,18,unidentified species
1787,2003.0,11,M,Jumping,A small shark,USA,N,jumping,m,11,a small shark
1788,2003.0,12,M,Surfing,Unidentified species,USA,N,surfing,m,12,unidentified species
1789,2003.0,20,M,Swimming (using a float),"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee",USA,N,swimming,m,20,"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee"
1790,2003.0,28,M,Surfing,"Mako shark, 3 m [10']",VENEZUELA,N,surfing,m,28,Mako shark
1792,2003.0,50,M,Surfing,4' to 5' shark,USA,N,surfing,m,50,4' to 5' shark
1794,2003.0,44,M,Scuba diving,2.5 m [8.25'] white shark,NEW ZEALAND,N,scuba diving,m,44,White shark
1795,2003.0,37,M,Wading,"""a small shark""",AUSTRALIA,N,wading,m,37,"""a small shark"""
1796,2003.0,54,M,Swimming,Species unidentified,USA,N,swimming,m,54,species unidentified
1797,2003.0,24,M,Swimming,Thought to involve a 2 m [6.75'] grey nurse shark,AUSTRALIA,N,swimming,m,24,Nurse shark
1798,2003.0,84,M,Swimming,Thought to involve a >2 m [6.75'] bull shark,AUSTRALIA,Y,swimming,m,84,Bull shark
1799,2003.0,14,M,Unknown,Shark involvement prior to death was not confirmed,SOUTH AFRICA,,unknown,m,14,Not a shark
1802,2002.0,18,F,Snorkeling,Reported to involve a hammerhead shark,AUSTRALIA,N,snorkeling,f,18,Hammerhead shark
1803,2002.0,25,M,Snorkeling,"White shark, 4 m white shark",SOUTH AFRICA,N,snorkeling,m,25,White shark
1804,2002.0,26,M,Scuba diving,"Wobbegong shark, 1m",AUSTRALIA,N,scuba diving,m,26,Wobbegong shark
1805,2002.0,11,M,Swimming,"Shark involvement not confirmed, injury may be due to a stingray",AUSTRALIA,,swimming,m,11,Not a shark
1806,2002.0,23,M,Swimming,Bull shark,AUSTRALIA,Y,swimming,m,23,Bull shark
1807,2002.0,19,M,Surfing,,BRAZIL,Y,surfing,m,19,
1809,2002.0,48,M,Body boarding,3 m to 4.5 m [10' to 15'] white shark,USA,N,body boarding,m,48,White shark
1810,2002.0,34,F,Swimming,2.4 m to 3 m [8' to 10'] grey colored shark,USA,N,swimming,f,34,2.4 m to 3 m [8' to 10'] grey colored shark
1811,2002.0,41,F,Snorkeling,1.8 m to 2.1 m [6' to 7']  Caribbean Reef Shark ,TURKS & CAICOS,N,snorkeling,f,41,1.8 m to 2.1 m [6' to 7']  caribbean reef shark 
1812,2002.0,21,M,Surfing,6' shark,USA,N,surfing,m,21,6' shark
1813,2002.0,16,M,Boogie boarding,3' to 4' shark,USA,N,boogie boarding,m,16,3' to 4' shark
1814,2002.0,52,M,"Fishing, standing in 2' of water",,FRENCH POLYNESIA,N,fishing,m,52,
1815,2002.0,60,F,Swimming,A small shark,USA,N,swimming,f,60,a small shark
1816,2002.0,36,M,Swimming,Possibly a bull shark or tiger shark,BRAZIL,Y,swimming,m,36,Tiger shark
1817,2002.0,21,M,Surfing,,USA,N,surfing,m,21,
1818,2002.0,14,M,Surfing,Blacktip or spinner shark,USA,N,surfing,m,14,Blacktip shark
1819,2002.0,35,M,Surfing,3.5' to 4.5' shark,USA,N,surfing,m,35,3.5' to 4.5' shark
1820,2002.0,18,M,Surfing,3.5' to 4' shark,USA,N,surfing,m,18,3.5' to 4' shark
1821,2002.0,47,M,Surfing,4' to 5' shark,USA,N,surfing,m,47,4' to 5' shark
1822,2002.0,32,M,Surfing,,USA,N,surfing,m,32,
1823,2002.0,55,M,Fishing from Surfboard,1.2 m [4'] blacktip shark,USA,N,fishing,m,55,Blacktip shark
1824,2002.0,  ,M,Fishing,1.8 m [6'] blacktip shark,USA,N,fishing,m,,Blacktip shark
1825,2002.0, ,M,Swimming,"Tiger shark, 1.5 m [5']k",TONGA,N,swimming,m,,Tiger shark
1826,2002.0,24,M,Boogie boarding or Surfing,2.4 m [8'] shark,USA,N,surfing,m,24,2.4 m [8'] shark
1827,2002.0,35,M,Surfing,3 m to 3.7 m [10' to 12'] shark,USA,N,surfing,m,35,3 m to 3.7 m [10' to 12'] shark
1828,2002.0,19,M,Swimming,Bull or tiger shark,BRAZIL,N,swimming,m,19,Tiger shark
1830,2002.0,47,M,Surf skiing,White shark,SOUTH AFRICA,N,surf skiing,m,47,White shark
1831,2002.0,20,M,Boogie boarding,4' to 6' shark,USA,N,boogie boarding,m,20,4' to 6' shark
1832,2002.0,36,M,"Wading, when he stepped on the shark",1' to 2' hammerhead or bonnethed shark,USA,N,wading,m,36,Hammerhead shark
1833,2002.0,16,M,Surfing,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",USA,N,surfing,m,16,Tiger shark
1834,2002.0,29,F,Swimming,,USA,N,swimming,f,29,
1835,2002.0,27,M,Surfing,0.9 m  to 1.2 m [3' to 4'] shark,USA,N,surfing,m,27,0.9 m  to 1.2 m [3' to 4'] shark
1836,2002.0,15,M,Surfing,"Nurse shark, 1.5 m [5'] ",USA,N,surfing,m,15,Nurse shark
1837,2002.0,15,M,Standing,,USA,N,standing,m,15,
1838,2002.0,30,M,Diving,"Sandtiger shark, 3 m [10'] ",UNITED KINGDOM,N,diving,m,30,"sandtiger shark, 3 m [10'] "
1839,2002.0,14,M,Standing,1.2 m to 1.5 m [4' to 5'] shark,USA,N,standing,m,14,1.2 m to 1.5 m [4' to 5'] shark
1840,2002.0,13,M,Surfing,1.2 m [4'] blacktip or sandbar shark,USA,N,surfing,m,13,Blacktip shark
1841,2002.0,15,F,Swimming,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",USA,N,swimming,f,15,Bull shark
1842,2002.0,19,M,Surfing,,USA,N,surfing,m,19,
1843,2002.0,41,M,Shark Fishing,"Mako shark, 400-lb ",USA,Y,fishing,m,41,Mako shark
1844,2002.0,22,M,Surfing,Bull or tiger shark,BRAZIL,N,surfing,m,22,Tiger shark
1845,2002.0,9,F,Standing,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark",USA,N,standing,f,9,Bull shark
1846,2002.0,30,M,Surfing,,AUSTRALIA,N,surfing,m,30,
1847,2002.0,11,F,Swimming,,USA,N,swimming,f,11,
1852,2002.0,28,M,Surfing,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand,USA,N,surfing,m,28,0.9 m to 1.2 m [3' to 4'] shark; tooth fragment recovered from hand
1853,2002.0,50,M,Surfing,  ,USA,N,surfing,m,50,  
1854,2002.0,10,M,Swimming,,USA,N,swimming,m,10,
1855,2002.0,50,M,Snorkeling (filming the sardine run),1.5 to 2.5 m [5' to 8.25'] copper shark,SOUTH AFRICA,N,snorkeling,m,50,1.5 to 2.5 m [5' to 8.25'] copper shark
1856,2002.0,24,M,Surfing,3.7 m to 4.3 m [12' to 14'] white shark,USA,N,surfing,m,24,White shark
1857,2002.0,16,M,Floating on a raft,1 m  shark,USA,N,floating on a raft,m,16,1 m  shark
1858,2002.0,55,M,"Fishing, removing the shark from his line",3' blacktip shark,USA,N,fishing,m,55,Blacktip shark
1859,2002.0,35,M,Playing in the surf with his 2 dogs,,USA,N,playing in the surf with his 2 dogs,m,35,
1861,2002.0,14,M,Collecting beche-de-mer,,PAPUA NEW GUINEA,N,collecting beche-de-mer,m,14,
1862,2002.0,31,M,Fishing,2.1 m to 2.4 m [7' to 8'] shark,USA,N,fishing,m,31,2.1 m to 2.4 m [7' to 8'] shark
1863,2002.0,40,M,Surfing,,BRAZIL,N,surfing,m,40,
1864,2002.0,20,M,Fishing from prawn trawler,,AUSTRALIA,N,fishing,m,20,
1865,2002.0,23,M,Scallop diving (using surface-supplied air & a POD) ,"White shark, 6m [20']",AUSTRALIA,Y,scallop diving (using surface-supplied air & a pod) ,m,23,White shark
1866,2002.0,52,M,Fishing (Drowned 2-Apr-2002),Invalid,AUSTRALIA,,fishing,m,52,invalid
1867,2002.0,34,M,"Surfing, but standing in water alongside board",1.2 m [4'] shark,USA,N,surfing,m,34,1.2 m [4'] shark
1868,2002.0,28,M,Surfing,,USA,N,surfing,m,28,
1869,2002.0,45,M,Swimming,,AUSTRALIA,N,swimming,m,45,
1870,2002.0,43,M,Standing,"Bull shark, 400-lb ",BAHAMAS,N,standing,m,43,Bull shark
1871,2002.0,41,M,Wading,3'  shark,USA,N,wading,m,41,3'  shark
1872,2002.0,29,M,Swimming / Wading,0.9 m [3'] shark,USA,N,swimming,m,29,0.9 m [3'] shark
1873,2002.0,17,M,Body-boarding,Tiger shark,USA,N,body-boarding,m,17,Tiger shark
1874,2002.0,11,F,Wading,  ,USA,N,wading,f,11,  
1875,2002.0,16,M,Swimming,,BRAZIL,Y,swimming,m,16,
1876,2002.0,20,M,Swimming /  boogie boarding,4' shark,USA,N,swimming,m,20,4' shark
1877,2002.0,39,M,Snorkeling,"Nurse shark, 1m ",USA,N,snorkeling,m,39,Nurse shark
1878,2002.0,31,M,Surfing,"Spinner shark, 3' to 4' ",USA,N,surfing,m,31,"spinner shark, 3' to 4' "
1879,2002.0,44,M,Spearfishing,Shark involvement prior to death unconfired,NEW CALEDONIA,,spearfishing,m,44,Not a shark
1881,2002.0,30 or 36,M,Surfing,"1.5 m [5'] ""whaler shark""",AUSTRALIA,N,surfing,m,30,"1.5 m [5'] ""whaler shark"""
1883,2002.0,35,M,Kayaking,C. leucas tooth fragment recovered from kayak,AUSTRALIA,N,kayaking,m,35,c. leucas tooth fragment recovered from kayak
1884,2002.0,20,M,Surfing,"Tiger shark, 3 m [10']",AUSTRALIA,N,surfing,m,20,Tiger shark
1885,2002.0,32,M,Swimming,,AUSTRALIA,N,swimming,m,32,
1886,2002.0,16,M,Fishing,Zambesi shark?,SOUTH AFRICA,N,fishing,m,16,zambesi shark?
1888,2002.0,26,M,Surf skiing,Unidentified,SOUTH AFRICA,N,surf skiing,m,26,unidentified
1889,2002.0,35,M,Snorkeling,"Tiger shark, 1.8 m [6'] ",USA,N,snorkeling,m,35,Tiger shark
1890,2001.0,36,M,Surfing,,AUSTRALIA,N,surfing,m,36,
1891,2001.0,49,M,Surfing,Bronze whaler shark,AUSTRALIA,N,surfing,m,49,Bronze whaler shark
1895,2001.0,20,F,Snorkeling,Bronze whaler shark?,AUSTRALIA,N,snorkeling,f,20,Bronze whaler shark
1896,2001.0,26,M,Body surfing,"Tiger shark, 1.8 m [6']",MEXICO,N,surfing,m,26,Tiger shark
1898,2001.0,21,M,"Surfing, fell off surfboard & stepped on the shark.",4' shark,USA,N,surfing,m,21,4' shark
1899,2001.0,14,M,Surfing,,USA,N,surfing,m,14,
1900,2001.0,42,M,Wreck / Technical diving,Questionable incident - shark bite may have precipitated drowning,USA,Y,wreck / technical diving,m,42,questionable incident - shark bite may have precipitated drowning
1901,2001.0,6½,M,Boogie boarding,2' to 3.5' shark,USA,N,boogie boarding,m,6,2' to 3.5' shark
1902,2001.0,16,M,Surfing,,USA,N,surfing,m,16,
1904,2001.0,44,M,Fishing,,USA,N,fishing,m,44,
1905,2001.0,13,M,Walking in shallows,,USA,N,walking,m,13,
1907,2001.0,28,M,Swimming ,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,USA,Y,swimming,m,28,White shark
1908,2001.0,23,F,Swimming,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,USA,N,swimming,f,23,White shark
1909,2001.0,20,M,Wading,1.5 m [5'] shark,USA,N,wading,m,20,1.5 m [5'] shark
1910,2001.0,10,M,Swimming ,bull shark,USA,Y,swimming,m,10,Bull shark
1911,2001.0,44,M,Spearfishing,3 m [10'] bull shark,BAHAMAS,N,spearfishing,m,44,Bull shark
1912,2001.0,29,F,Standing,,USA,N,standing,f,29,
1913,2001.0,69,M,Wading,,USA,N,wading,m,69,
1914,2001.0,18,M,Boogie Boarding,,USA,N,boogie boarding,m,18,
1915,2001.0,18,M,Boogie Boarding,,USA,N,boogie boarding,m,18,
1916,2001.0,17,M,Surfing,a small shark,USA,N,surfing,m,17,a small shark
1917,2001.0,27,M,Surfing,,USA,N,surfing,m,27,
1918,2001.0,32,M,Surfing,,USA,N,surfing,m,32,
1919,2001.0,17,F,Surfing,,USA,N,surfing,f,17,
1920,2001.0,17,F,Surfing,,USA,N,surfing,f,17,
1921,2001.0,20,M,Surfing,Possibly  a blacktip or spinner shark,USA,N,surfing,m,20,Blacktip shark
1922,2001.0,19,M,Surfing,"3' shark, possibly  a blacktip or spinner shark",USA,N,surfing,m,19,Blacktip shark
1923,2001.0,19,M,Surfing,"Blacktip shark, 5' to 6' ",USA,N,surfing,m,19,Blacktip shark
1924,2001.0,43,M,Spearfishing,1.9 m [6.5'] bull shark,BAHAMAS,N,spearfishing,m,43,Bull shark
1925,2001.0,21 & ?,M,Fell off banana boat,3 m [10'] shark,THAILAND,N,fell off banana boat,m,21,3 m [10'] shark
1927,2001.0,36,M,Swimming,,BAHAMAS,N,swimming,m,36,
1933,2001.0,48,M,Surfing,,USA,N,surfing,m,48,
1934,2001.0,18,M,Boogie boarding,0.9 m  [3'] shark,USA,N,boogie boarding,m,18,0.9 m  [3'] shark
1935,2001.0,42,M,Surfing,,MEXICO,N,surfing,m,42,
1936,2001.0,8,M,Swimming,"Bull shark, 2.3 m [7.5'] ",USA,N,swimming,m,8,Bull shark
1938,2001.0,35,M,Floating face-down in knee-deep water,,USA,N,floating face-down in knee-deep water,m,35,
1939,2001.0,14,M,Swimming,1.5 m [5'] shark,USA,N,swimming,m,14,1.5 m [5'] shark
1940,2001.0,52,M,Spearfishing,"White shark, 2.4 m to 3 m [8' to 10'] ",USA,N,spearfishing,m,52,White shark
1941,2001.0,75,M,Hiking on the beach,Shark involvement prior to death was not confirmed,AUSTRALIA,,hiking on the beach,m,75,Not a shark
1942,2001.0,29,F,Wading,2' shark,USA,N,wading,f,29,2' shark
1944,2001.0,11,M,Swimming,1.2 m to 1.5 m [4.5' to 5'] shark,USA,N,swimming,m,11,1.2 m to 1.5 m [4.5' to 5'] shark
1946,2001.0,24,M,Shark fishing,,PHILIPPINES,N,fishing,m,24,
1948,2001.0,26,M,Surfing,"White shark, 2.7 m to 3 m [9' to 10'] ",SOUTH AFRICA,N,surfing,m,26,White shark
1949,2001.0,33 or 37,M,Surfing,,AUSTRALIA,N,surfing,m,33,
1950,2001.0,45,M,Surfing,1.2 m to 1.5 m [4' to 5'] shark,USA,N,surfing,m,45,1.2 m to 1.5 m [4' to 5'] shark
1952,2001.0,14,M,Boogie boarding,,USA,N,boogie boarding,m,14,
1953,2001.0,16,M,Surfing,,USA,N,surfing,m,16,
1954,2001.0,12,M,Surfing,Possibly a juvenile blacktip or spinner shark,USA,N,surfing,m,12,Blacktip shark
1956,2001.0,38,M,Surfing,,USA,N,surfing,m,38,
1957,2001.0,21,M,Surfing,Possibly a juvenile blacktip or spinner shark,USA,N,surfing,m,21,Blacktip shark
1958,2001.0,12,M,Body boarding,Possibly a juvenile blacktip or spinner shark,USA,N,body boarding,m,12,Blacktip shark
1959,2001.0,22,M,Surfing,Possibly a 1.5 m [5'] blacktip or spinner shark,USA,N,surfing,m,22,Blacktip shark
1960,2001.0,19,M,Surfing,Possibly a juvenile blacktip or spinner shark,USA,N,surfing,m,19,Blacktip shark
1961,2001.0,22,M,Surfing,,USA,N,surfing,m,22,
1964,2001.0,46,M,Surfing,"White shark, 2.7 m [9'] ",SOUTH AFRICA,N,surfing,m,46,White shark
1966,2001.0,26,M,Standing alongside surfboard,"""small shark""",USA,N,standing,m,26,"""small shark"""
1967,2001.0,12,F,Batin,,BRAZIL,N,batin,f,12,
1968,2001.0,40,M,Surfing,Bronze whaler shark,AUSTRALIA,N,surfing,m,40,Bronze whaler shark
1971,2001.0,12,M,Attempting to catch a crocodile,Shark involvement not confirmed,BRAZIL,,attempting to catch a crocodile,m,12,Not a shark
1972,2001.0,20,M,Swimming,,BRAZIL,Y,swimming,m,20,
1976,2001.0,40,M,Surfing,"Bronze whaler shark, 2.5 m [8.25']  k",AUSTRALIA,N,surfing,m,40,Bronze whaler shark
1977,2001.0,35,M,Kayaking,5 m shark,AUSTRALIA,N,kayaking,m,35,5 m shark
1978,2001.0,55,F,Swimming,2 m [6.75'] shark,CUBA,N,swimming,f,55,2 m [6.75'] shark
1982,2000.0,23,M,Scuba diving,,AUSTRALIA,N,scuba diving,m,23,
1983,2000.0,47,M,Swimming back from anchored sailboat,6 m [20'] shark,FIJI,Y,swimming,m,47,6 m [20'] shark
1985,2000.0,30,M,Diving for sea urchins,"Porbeagle shark, 3 m [10']rk",CANADA,N,diving for sea urchins,m,30,"porbeagle shark, 3 m [10']rk"
1986,2000.0,38,M,Spearfishing,"Bronze whaler shark, 2.5 m [8.25'] ",AUSTRALIA,N,spearfishing,m,38,Bronze whaler shark
1988,2000.0,28,M,Diving (shell maintenance),"Tiger shark, 4 m ",AUSTRALIA,N,diving (shell maintenance),m,28,Tiger shark
1989,2000.0,47,M,Shipwrecked,Shark involvement not confirmed,AUSTRALIA,,shipwrecked,m,47,Not a shark
1990,2000.0,73,M,Swimming,1.2 m to 1.8 m [4' to 6'] shark,USA,N,swimming,m,73,1.2 m to 1.8 m [4' to 6'] shark
1991,2000.0,27,F,Walking,Invalid,USA,,walking,f,27,invalid
1992,2000.0,52,M,Swimming,"White shark, 4.9 m [16'] ",AUSTRALIA,N,swimming,m,52,White shark
1993,2000.0,49,M,Swimming,"White shark, 5 m [16.5'] ",AUSTRALIA,Y,swimming,m,49,White shark
1994,2000.0,27,M,Surfing,"White shark, 2.4 m to 3 m [8' to 10'] ",USA,N,surfing,m,27,White shark
1996,2000.0,23,M,Surfing,,USA,N,surfing,m,23,
1997,2000.0,56,F,Swimming / snorkeling,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",USA,N,swimming,f,56,Tiger shark
1998,2000.0,69,M,Swimming,,USA,N,swimming,m,69,
1999,2000.0,17,M,Surfing,2.1 to 2.4 m [7' to 8'] shark,USA,N,surfing,m,17,2.1 to 2.4 m [7' to 8'] shark
2000,2000.0,23,M,Surfing,"Blacktip shark, 2' ",USA,N,surfing,m,23,Blacktip shark
2001,2000.0,11,M,Body surfing,,USA,N,surfing,m,11,
2002,2000.0,24,M,Surfing,,USA,N,surfing,m,24,
2004,2000.0,17,M,Surfing,White shark,AUSTRALIA,Y,surfing,m,17,White shark
2005,2000.0,25,M,Surfing,"White shark, 4 m to 5 m [13' to 16.5'] ",AUSTRALIA,Y,surfing,m,25,White shark
2006,2000.0,12,M,Fell onto dead shark,100-kg [221-lb] dead blue shark,AUSTRALIA,N,fell onto dead shark,m,12,Blue shark
2007,2000.0,31,M,Surfing,"White shark, 2.5 m ",OKINAWA,Y,surfing,m,31,White shark
2009,2000.0,49,M,Standing / surfing,,USA,N,surfing,m,49,
2010,2000.0,26,F,Surfing,,USA,N,surfing,f,26,
2011,2000.0,25,M,Swimming / Body surfing,60 cm to 90 cm [2' to 3'] shark,USA,N,swimming,m,25,60 cm to 90 cm [2' to 3'] shark
2012,2000.0,8,M,Swimming,,USA,N,swimming,m,8,
2013,2000.0,48,M,Free diving,"White shark, 3.5 m [11.5']  male ",SOUTH AFRICA,N,free diving,m,48,White shark
2014,2000.0,28,M,Swimming,Thought to involve a Zambesi shark,TANZANIA,Y,swimming,m,28,thought to involve a zambesi shark
2015,2000.0,40,M,Wading,1.5 m [5'] shark,USA,N,wading,m,40,1.5 m [5'] shark
2016,2000.0,27,M,Surfing,"Tiger shark, 3 m [10'] ",REUNION,N,surfing,m,27,Tiger shark
2018,2000.0,47,M,Swimming,A 2' shark was seen in the area by witnesses,USA,N,swimming,m,47,a 2' shark was seen in the area by witnesses
2019,2000.0,69,M,Jumped into the water,"Thought to involve a 2.7 m [9'], 400-lb bull shark",USA,Y,jumped into the water,m,69,Bull shark
2022,2000.0,53,M,"Windsurfing, but sitting on his board","Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  ",USA,N,"windsurfing, but sitting on his board",m,53,Tiger shark
2023,2000.0,27,M,Surfing / Wading,juvenile shark,USA,N,surfing,m,27,juvenile shark
2024,2000.0,44,F,Standing,"Blacktip shark, 2.4 m to 3 m [8' to 10'] ",USA,N,standing,f,44,Blacktip shark
2026,2000.0,23 & 20,M,Attempting to illegally enter the USA,Shark involvement prior to death was not confirmed,USA,,attempting to illegally enter the usa,m,23,Not a shark
2029,2000.0,45,F,Snorkeling,"Nurse shark, 1.5 m [5']",USA,N,snorkeling,f,45,Nurse shark
2030,2000.0,16,M,Surfing,,USA,N,surfing,m,16,
2031,2000.0,14,M,Surfing,1.8 m [6'] grey-colored shark,USA,N,surfing,m,14,1.8 m [6'] grey-colored shark
2032,2000.0,15,M,Surfing,,SOUTH AFRICA,N,surfing,m,15,
2033,2000.0,18,M,Surfing,,SOUTH AFRICA,N,surfing,m,18,
2035,2000.0,69,M,Scuba diving,"Grey reef shark, 2 m [6.75'] ", TONGA,N,scuba diving,m,69,"grey reef shark, 2 m [6.75'] "
2036,2000.0,13,M,Wading,,USA,N,wading,m,13,
2037,2000.0,41,M,Swimming ,,USA,N,swimming,m,41,
2038,2000.0,5,M,Jumping,"Lemon shark, 2.1  m to 2.4 m [7' to 8'] ",USA,N,jumping,m,5,"lemon shark, 2.1  m to 2.4 m [7' to 8'] "
2039,2000.0,12,F,Playing,"Tiger shark, 0.9 m to 1.5 m [3' to 5'] ?",USA,N,playing,f,12,Tiger shark
2040,2000.0,20,F,Wading,,USA,N,wading,f,20,
2041,2000.0,55,F,"Spearfishing, holding mesh bag with speared fish","Nurse shark, 1.2 m [4'] ",USA,N,spearfishing,f,55,Nurse shark
2042,2000.0,13,F,Wading,0.9 m [3'] shark,USA,N,wading,f,13,0.9 m [3'] shark
2043,2000.0,19,F,Standing,"0.9 m [3'] shark,  probably a blacktip or spinner shark",USA,N,standing,f,19,Blacktip shark
2047,2000.0,52,M,Standing,,USA,N,standing,m,52,
2049,2000.0,17,M,Surfing,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] ",USA,N,surfing,m,17,Blacktip shark
